-1.2577,0.63518,61.56,114.98,15
-1.2577,0.63518,61.56,114.98,15
3.9078,0.34752,30.12,142.21,15
0.49056,1.0716,3.52,122.03,15
1.9027,0.52369,33.4,137.75,15
1.4719,0.65012,33.08,136.21,15
2.2183,0.48369,32.36,145.63,15
2.921,0.38543,30.84,145.08,15
0.72208,1.0016,3.84,153.15,15
1.1773,1.0064,3.4,154.95,15
0.84179,0.97652,3.64,149.07,15
0.63259,1.0027,3.12,143.11,15
1.0774,0.99676,3.52,141.01,15
1.4829,0.70239,29.88,139.61,15
1.3785,0.80385,30,151.35,15
5.2872,0.094467,30.6,122.65,15
5.2868,0.098994,31.64,120.73,15
0.21813,0.96215,7,96.14,15
0.58191,1.0232,4.68,98.464,15
0.53187,1.01,6.96,115.66,15
0.45282,0.89659,4.56,117.84,15
-0.54291,0.98477,4.12,116.1,15
1.1513,0.8819,30.4,115.52,15
2.2391,0.44486,30.84,116.31,15
0.79247,1.0187,5.48,124.55,15
1.3784,0.5431,15.32,114.04,15
0.63127,1.0208,7.8,115.45,15
0.53254,0.99326,3.16,131.35,15
0.35085,1.0489,7.36,129.79,15
0.017392,0.94858,5.32,130.61,15
0.74724,0.99483,4.88,126.18,15
-0.34086,1.0682,3.76,123.39,15
0.7473,1.0475,2.64,123.74,15
0.44043,0.94437,5.52,124.17,15
-0.36577,0.93619,4.64,127.29,15
0.27195,0.95981,6.92,120.54,15
0.99741,0.90447,13.64,124.05,15
0.52392,1.1197,3.16,123.59,15
1.1219,0.99208,3.04,113.25,15
-0.25283,1.1174,3.32,114.7,15
-0.11573,0.94683,6.4,114.6,15
0.6369,1.0243,4.52,112.02,15
2.7109,0.4227,15.76,117.46,15
4.1929,0.21784,14.88,113.46,15
3.505,0.57308,14.64,110.33,15
1.613,0.80135,7.2,130.27,15
0.02019,0.74015,2.04,154.02,15
0.18961,0.99332,6.56,115.7,15
0.28669,1.0348,8.16,114.45,15
0.53284,0.95606,6.04,124.36,15
0.52407,1.0258,6.76,115.58,15
-0.30155,1.0919,2.4,108.31,15
0.35438,0.95255,9.72,105.55,15
-0.10735,1.0082,2.32,95.736,15
0.98924,0.90359,16.44,86.367,15
0.1845,0.89242,3.4,96.65,15
0.68738,0.99049,15.04,82.239,15
