0.049503,0.14442,101.75,0,0,0
0.44627,0.013374,100.86,0,0,0
-0.22507,0.053967,97.26,0,0,0
-0.05336,0.061847,93.811,0,0,0
0.42576,0.011055,89.792,0,0,0
-0.81776,0.017238,88.842,0,0,0
0.22132,0.065308,88.875,0,0,0
0.22263,-0.016506,89.242,0,0,0
-0.39626,0.028964,94.811,0,0,0
0.28428,0.0098879,98.468,0,0,0
0.49383,0.0079847,96.79,0,0,0
-0.47268,-0.073997,97.335,0,0,0
-1.2556,0.010015,89.166,0,0,0
-2.2504,0.19099,88.01,0,0,0
-0.53197,0.023854,105.38,0,0,0
-0.55218,0.006543,104.18,0,0,0
-1.7736,0.043827,106.72,0,0,0
-1.0363,0.0041131,99.164,0,0,0
-0.9259,0.0133,99.452,0,0,0
-1.2851,0.011848,96.415,0,0,0
-2.6184,0.021775,97.145,0,0,0
-3.3031,0.0077688,90.569,0,0,0
-2.6329,0.0048796,92.882,0,0,0
-1.228,0.019126,83.337,0,0,0
-1.1169,0.07654,88.261,0,0,0
-2.6407,0.075956,96.547,0,0,0
-2.1684,0.16461,99.631,0,0,0
-0.88814,0.0013789,102.99,0,0,0
-0.66974,0.013292,103.16,0,0,0
-1.2854,0.0029757,95.654,0,0,0
-1.5392,0.0098144,93.341,0,0,0
-1.8127,0.038596,103.7,0,0,0
-3.3768,0.0393,82.971,0,0,0
-2.6458,0.041377,82.052,0,0,0
-1.262,0.013412,99.182,0,0,0
-0.75927,0.0077608,94.905,0,0,0
-0.62288,0.010244,96.299,0,0,0
-0.34046,0.079553,96.357,0,0,0
-0.48374,0.045908,106.18,0,0,0
-0.58645,0.003414,99.198,0,0,0
-0.20704,0.11838,94.866,0,0,0
-0.57391,0.00043052,96.683,0,0,0
-0.61022,0.010361,89.588,0,0,0
-0.66437,0.038147,92.47,0,0,0
0.22365,0.015705,90.637,0,0,0
-0.070509,-0.073944,91.529,0,0,0
-0.35592,0.009808,85.887,0,0,0
-0.9875,0.0066889,89.78,0,0,0
-0.098036,-0.013626,96.412,0,0,0
-0.065331,0.06084,93.118,0,0,0
-0.34093,0.023473,93.276,0,0,0
0.55521,0.0091779,83.417,0,0,0
0.83181,0.027655,86.168,0,0,0
0.4856,-0.0081611,91.344,0,0,0
0.25586,0.059803,90.084,0,0,0
0.36069,0.0047386,88.107,0,0,0
0.69683,0.0020632,84.951,0,0,0
0.23574,0.0058444,81.949,0,0,0
0.37466,0.0013044,83.249,0,0,0
0.0025349,-0.13498,82.047,0,0,0
0.4797,0.005495,82.95,0,0,0
0.20336,0.0035763,84.588,0,0,0
0.52954,0.01236,83.4,0,0,0
0.56733,0.023397,83.902,0,0,0
0.56826,0.019558,83.235,0,0,0
0.32149,0.010626,82.114,0,0,0
0.036152,-0.040863,81.888,0,0,0
0.034576,0.055862,85.515,0,0,0
-0.061995,-0.024465,83.103,0,0,0
0.52315,0.075161,82.637,0,0,0
0.87757,0.0061544,92.251,0,0,0
0.993,0.014434,90.428,0,0,0
0.5723,0.012273,83.949,0,0,0
0.542,0.0092882,82.62,0,0,0
0.69113,0.016381,81.851,0,0,0
1.324,0.0097297,81.74,0,0,0
0.99513,0.027321,81.714,0,0,0
0.56337,0.025165,81.879,0,0,0
0.89268,0.014802,81.744,0,0,0
0.82443,0.020279,82.671,0,0,0
0.77216,0.074298,82.94,0,0,0
0.84685,0.019412,81.559,0,0,0
0.99482,0.024943,82.329,0,0,0
0.97195,0.018908,83.372,0,0,0
-1.5312,0.030794,82.941,0,0,0
-2.1059,0.0087092,82.079,0,0,0
0.50151,-0.010293,105.27,0,0,0
0.50478,-0.0016135,108.39,0,0,0
1.143,0.023768,105.44,0,0,0
0.91998,0.0040512,109.47,0,0,0
0.74052,0.015116,102.85,0,0,0
1.1812,0.04991,99.859,0,0,0
1.5562,0.012581,98.1,0,0,0
-1.1463,0.03173,91.814,0,0,0
1.2693,0.00592,96.838,0,0,0
1.6146,0.0082356,94.157,0,0,0
1.5679,0.0018173,91.35,0,0,0
-0.78065,0.038035,80.801,0,0,0
0.68305,0.015435,105.71,0,0,0
1.3248,0.01176,95.162,0,0,0
