3,38
NaN,NaN
1,39
NaN,NaN
1,36
NaN,NaN
1,37
NaN,NaN
1,38
NaN,NaN
1,33
NaN,NaN
2,37
NaN,NaN
1,34
NaN,NaN
1,39
NaN,NaN
1,31
NaN,NaN
1,37
NaN,NaN
1,39
NaN,NaN
1,37
NaN,NaN
1,37
163,264
51,151
328,349
288,314
422,445
NaN,NaN
1,164
187,211
277,308
1087,1101
NaN,NaN
1,37
598,618
76,173
201,263
1308,1347
309,353
NaN,NaN
1,56
67,160
184,293
304,591
626,748
830,920
1032,1165
1229,1421
NaN,NaN
2,34
125,218
NaN,NaN
1,46
59,143
174,396
527,643
1405,1426
1014,1352
NaN,NaN
1,38
747,923
298,415
128,268
1295,1404
1051,1269
487,597
1446,1479
NaN,NaN
4,46
139,285
307,409
461,544
1210,1290
1328,1404
858,959
597,696
1001,1195
724,823
NaN,NaN
5,46
86,176
219,938
1336,1429
1020,1280
NaN,NaN
1,252
271,369
394,1433
NaN,NaN
1,32
77,1438
NaN,NaN
3,38
NaN,NaN
1,147
160,232
250,316
328,393
406,475
493,1434
NaN,NaN
1,1428
NaN,NaN
1,1432
NaN,NaN
1,44
82,1433
NaN,NaN
5,1438
NaN,NaN
1,1421
NaN,NaN
1,1409
NaN,NaN
1,552
553,591
592,1386
1388,1416
NaN,NaN
1,1435
NaN,NaN
1,199
200,977
978,1428
NaN,NaN
1,1193
1194,1423
NaN,NaN
1,59
103,885
1035,1149
903,996
1176,1280
1302,1412
NaN,NaN
1,455
466,558
576,646
662,734
747,817
826,898
911,984
997,1068
1082,1151
1163,1234
1351,1431
1256,1334
NaN,NaN
2,37
59,154
168,269
285,388
403,495
511,603
1356,1431
614,1086
1217,1314
1100,1195
NaN,NaN
1,264
285,1421
NaN,NaN
1,1423
NaN,NaN
8,1426
NaN,NaN
15,67
94,195
223,1426
NaN,NaN
4,35
122,418
681,787
826,912
473,514
NaN,NaN
1,45
85,177
915,1015
1039,1149
781,893
512,761
194,483
1179,1291
1291,1437
NaN,NaN
3,37
59,158
189,298
315,1441
NaN,NaN
6,74
121,560
584,740
773,958
976,994
1007,1411
1428,1614
1634,1997
2003,2022
2045,2254
2304,2523
2570,2836
NaN,NaN
