-9.1305,0.12245,19.64,157.36,15
-8.7713,0.1189,19.04,161.94,15
-1.6354,0.84991,11.88,111.84,15
-1.1496,0.64753,18.72,114.34,15
-0.95905,0.43473,17.76,112.05,15
-1.4508,0.24698,18.4,114.71,15
-1.4983,0.65325,18.36,116.55,15
0.33232,0.35236,11.36,124.65,15
0.47153,1.0103,3.28,113.8,15
0.39194,0.51893,8.08,119.47,15
-0.14667,0.72498,6.68,125.83,15
0.50544,0.93179,7,119.09,15
0.33521,0.06968,18.8,126.53,15
-0.71347,0.47347,23.08,129.88,15
-1.041,0.60049,7.84,124.12,15
-0.30847,0.32363,8.28,137.71,15
-0.21425,0.78001,3.72,141.21,15
-0.087531,1.0785,2.88,136.85,15
-1.2629,0.37292,18.72,149.13,15
-1.9717,0.77096,6.72,163.2,15
-0.54355,0.51955,7.8,126.51,15
-0.86436,0.8696,8.72,113.21,15
-0.65792,0.88173,15.52,112.68,15
-0.3127,1.0552,2.24,114.91,15
-1.333,0.77048,16.2,113.05,15
-0.79089,0.84277,9.68,119.63,15
-0.85866,0.8651,19.12,120.27,15
-0.65056,0.82607,12.2,123.71,15
-0.34362,0.93737,3.92,118.43,15
-0.96055,0.94605,3.92,117.37,15
-1.2456,0.78526,18.64,117.34,15
-0.93242,0.68232,18.56,119.71,15
-1.051,0.68677,19.56,123.38,15
-0.79214,0.40538,19.4,108.46,15
