-0.25169,-0.046361,91.799,0
0.24763,0.089706,90.846,0
0.18783,-0.093221,91.493,0
0.094086,0.014458,94.338,0
-0.28369,-0.04798,88.213,0
-0.017954,-0.26504,93.474,0
-0.50555,-0.20103,91.535,0
-0.05735,-0.077436,93.653,0
-0.20623,-0.042653,87.397,0
-0.19804,-0.033349,86.98,0
0.29803,-0.21007,88.841,0
-0.37891,0.17878,87.814,0
-0.49012,-0.035689,87.417,0
-0.88627,-0.010469,99.265,0
-0.95194,0.010436,99.833,0
-0.78765,-0.012811,98.476,0
-0.99264,-0.0011276,97.502,56.84
-0.78478,0.023401,97.103,68
-1.0407,0.0081562,96.609,57.04
-0.92406,0.0047024,92.359,59.16
-1.1602,0.0073438,88.706,57.68
-1.0039,0.0072727,89.894,57.16
-1.1045,0.0082799,92.398,57.32
-1.5078,0.033434,84.871,57.52
-0.12394,-0.034273,87.948,56.8
-1.6261,0.012939,91.656,57.36
-1.6811,0.012792,89.391,57.12
-1.7802,0.013311,87.064,57.28
-1.6691,0.030005,87.229,57.32
-3.049,0.0091238,83.523,57.52
-3.0777,0.0041762,85.472,56.84
-3.2106,0.004528,83.995,56.36
-5.2514,0.029606,83.045,56.64
-4.6946,0.014825,82.383,57.4
-4.5008,0.011536,82.057,57.12
-1.6807,0.023908,81.584,56.92
-1.0761,0.015401,83.667,56.8
-1.4271,0.014473,91.842,57.24
-1.1058,-0.0039879,96.453,57.24
-1.2268,0.0028112,95.339,56.88
-1.698,0.012873,96.336,56.92
-1.6868,0.0024371,90.4,57.04
-1.3408,0.013016,86.62,57.04
0.84988,0.021208,91.42,57
-0.96749,0.0031803,90.916,57.48
-1.2712,0.0099558,88.78,57.64
