12,73
NaN,NaN
12,70
1498,1645
NaN,NaN
3,76
NaN,NaN
1,61
1804,1857
NaN,NaN
3,65
2294,2600
1430,1815
1890,2033
2103,2253
2625,2813
857,1008
574,695
2869,2956
NaN,NaN
1,76
144,1028
1060,1170
1198,1348
1374,1924
1949,2047
2074,2250
2272,2843
NaN,NaN
1,63
NaN,NaN
1,53
2258,2365
166,232
3410,3457
NaN,NaN
1,88
172,358
NaN,NaN
1,60
103,223
856,991
2776,2838
NaN,NaN
2,62
2267,2420
2421,2600
2600,2666
206,299
1518,2024
2057,2217
331,589
995,1165
1307,1465
NaN,NaN
1,74
NaN,NaN
1,2851
NaN,NaN
1,2837
NaN,NaN
1,58
1530,1604
570,1131
247,533
1265,1323
1230,1266
1529,1602
1840,1930
2798,2828
2470,2502
2142,2160
NaN,NaN
1,510
546,738
976,1103
1290,1382
2323,2359
1976,2001
834,856
NaN,NaN
11,2839
NaN,NaN
1,1693
1721,1816
1836,1953
1972,2094
2512,2640
2110,2495
2667,2812
1972,2096
2837,2862
NaN,NaN
3,78
122,2851
NaN,NaN
3,2848
NaN,NaN
1,2847
NaN,NaN
1,2848
NaN,NaN
1,2871
NaN,NaN
1,2839
NaN,NaN
1,2850
NaN,NaN
1,2844
NaN,NaN
1,337
374,2849
337,375
NaN,NaN
7,93
100,224
240,338
358,2855
NaN,NaN
1,230
240,547
572,867
884,1032
1916,2091
1058,1193
1716,1872
1497,1678
2611,2853
2130,2611
1260,1466
NaN,NaN
11,2849
NaN,NaN
2,2849
NaN,NaN
1,2840
NaN,NaN
1,2848
NaN,NaN
1,2833
NaN,NaN
2,2844
NaN,NaN
1,464
688,881
485,665
881,2852
NaN,NaN
2,88
149,287
585,1116
1139,1365
1385,2017
322,426
2038,2193
2213,2361
2382,2521
2700,2849
2544,2676
NaN,NaN
4,75
NaN,NaN
1,95
127,253
NaN,NaN
1,109
109,651
748,919
1332,1420
NaN,NaN
2,69
NaN,NaN
5,77
314,567
112,286
2749,2804
NaN,NaN
1,219
1059,1237
1237,1273
1309,1478
1515,1711
2004,2513
1749,1967
2590,2787
848,1034
NaN,NaN
1,780
1123,1240
1519,1733
1777,2837
1270,1475
NaN,NaN
1,71
966,1050
1449,1592
1846,1911
1191,1293
836,883
1942,2005
NaN,NaN
1,68
NaN,NaN
2,70
949,1011
1578,1744
2676,2826
1578,1744
2340,2528
1579,1743
1807,1955
738,888
1063,1491
2024,2285
NaN,NaN
2,65
NaN,NaN
2,2867
NaN,NaN
1,70
NaN,NaN
