-1.0052,0.90447,10.24,109.27,15
-1.6138,0.73791,16.28,108.6,15
-0.46983,0.63904,7.72,111.37,15
-0.47142,0.98666,3.16,101.97,15
-0.35698,0.86533,11.04,99.723,15
-0.4541,0.55058,11.88,100.05,15
-0.74203,0.42776,21.04,101.35,15
-0.24612,0.51409,13.68,111.42,15
-1.1111,0.50226,17.04,119.07,15
-1.2358,0.48413,25.92,110.3,15
-1.0907,0.65731,23.2,107.12,15
-1.424,0.47887,9.96,109.87,15
-1.0123,0.67176,7.4,110.61,15
-1.3074,0.55188,6.76,102.79,15
-0.83067,0.78955,24.84,100.79,15
-1.2173,0.74775,5.4,101.38,15
-1.8372,0.5569,29.8,115.4,15
-1.5003,0.70771,14.4,121.04,15
-1.3923,0.76358,19.88,116.23,15
-1.7686,0.65683,34.92,113.85,15
-1.5831,0.51748,28.96,108.89,15
