-0.44856,0.24709,60.96,74.694,10
-0.81743,0.56485,59.96,80.599,10
-0.81743,0.56485,59.96,80.599,10
-1.6656,0.49274,60.48,78.667,10
-1.1083,0.56313,62.8,78.077,10
-4.2806,0.066854,72,83.324,10
-6.5024,0.038677,65.8,83.443,10
1.7626,0.44874,61.88,79.323,10
-0.6864,0.51087,62.92,85.154,10
-0.78661,0.69258,60.84,80.092,10
-0.3507,0.21104,60.6,79.965,10
-0.60219,0.53648,62.24,81.746,10
-1.186,0.55287,67.16,80.073,10
-0.7085,0.29433,59.92,82.964,10
-0.97316,0.60592,62.24,85.096,10
-0.83595,0.44206,78.32,85.168,10
2.7943,0.37161,61.96,82.334,10
3.127,0.21054,61.88,82.115,10
-0.71904,0.5104,53.56,75.132,10
2.7652,0.23908,62.56,75.216,10
0.024479,0.28338,61.52,91.131,10
-1.5187,0.42898,60.56,87.198,10
-0.26772,0.46848,66.16,82.727,10
-2.663,0.15258,60,70.478,10
-1.5665,0.268,61.44,70.722,10
6.6584,0.043442,74.96,115.87,10
1.0674,0.52637,55.68,110.82,10
1.3408,0.46936,57.16,111.09,10
1.9169,0.42937,56.56,112.04,10
1.8968,0.2769,57.88,111.38,10
1.5509,0.46195,57,113.48,10
1.1476,0.58285,56.32,109.96,10
1.5436,0.36451,57.04,117.99,10
-0.25959,0.19363,59.56,100.24,10
2.5149,0.20956,59.2,79.9,10
